county,age_group,sex,population,year
McIntosh,85+,Male,64.54080012291536,2040
McIntosh,0-4,Female,55.98080160896605,2040
McIntosh,5-9,Female,49.58229384299089,2040
McIntosh,10-14,Female,42.79517989650022,2040
McIntosh,15-19,Female,41.755235418733314,2040
McIntosh,20-24,Female,32.674126662222704,2040
McIntosh,25-29,Female,56.50774713452249,2040
McIntosh,30-34,Female,70.82258714375062,2040
McIntosh,35-39,Female,55.88573417705011,2040
McIntosh,40-44,Female,48.06883270460993,2040
McIntosh,45-49,Female,41.04928562565445,2040
McIntosh,50-54,Female,48.74122644925102,2040
McIntosh,55-59,Female,68.07945906862282,2040
McIntosh,60-64,Female,43.73487898697398,2040
McIntosh,65-69,Female,42.210246606747894,2040
McIntosh,70-74,Female,58.75385136629945,2040
McIntosh,75-79,Female,87.57308939577648,2040
McIntosh,80-84,Female,76.38180153414034,2040
McIntosh,85+,Female,148.7235955900268,2040
McKenzie,0-4,Male,1121.4562559074204,2040
McKenzie,5-9,Male,1036.1161521687518,2040
McKenzie,10-14,Male,1088.8218548406296,2040
McKenzie,15-19,Male,1180.1256189391283,2040
McKenzie,20-24,Male,1089.0813547174916,2040
McKenzie,25-29,Male,1101.4607606972727,2040
McKenzie,30-34,Male,1224.469505589141,2040
McKenzie,35-39,Male,1097.6219402038503,2040
McKenzie,40-44,Male,1073.5268724703685,2040
McKenzie,45-49,Male,1520.7779869659462,2040
McKenzie,50-54,Male,1294.8883257391371,2040
McKenzie,55-59,Male,896.8915120804672,2040
McKenzie,60-64,Male,570.5870488228679,2040
McKenzie,65-69,Male,410.9439692608609,2040
McKenzie,70-74,Male,307.9826502538835,2040
McKenzie,75-79,Male,269.6136163377381,2040
McKenzie,80-84,Male,185.2887688069865,2040
McKenzie,85+,Male,150.82482811665906,2040
McKenzie,0-4,Female,1072.2116738647655,2040
McKenzie,5-9,Female,1028.6016523629555,2040
McKenzie,10-14,Female,1024.445842046493,2040
McKenzie,15-19,Female,1137.2830641861383,2040
McKenzie,20-24,Female,995.3854466204305,2040
McKenzie,25-29,Female,1045.4869005034068,2040
McKenzie,30-34,Female,1113.1061432953761,2040
McKenzie,35-39,Female,1082.001635248726,2040
McKenzie,40-44,Female,1019.7265990092046,2040
McKenzie,45-49,Female,1253.6775052036387,2040
McKenzie,50-54,Female,932.995072781841,2040
McKenzie,55-59,Female,684.0621331159077,2040
McKenzie,60-64,Female,453.27396921485956,2040
McKenzie,65-69,Female,348.28231596156337,2040
McKenzie,70-74,Female,311.3067425880716,2040
McKenzie,75-79,Female,279.87799045853706,2040
McKenzie,80-84,Female,190.41672720852816,2040
McKenzie,85+,Female,229.36505319714158,2040
McLean,0-4,Male,319.97657356816353,2040
McLean,5-9,Male,282.3316449260057,2040
McLean,10-14,Male,263.3346951862606,2040
McLean,15-19,Male,265.10365291572185,2040
McLean,20-24,Male,180.04881685071342,2040
McLean,25-29,Male,231.11914818680484,2040
McLean,30-34,Male,274.80594122426004,2040
McLean,35-39,Male,348.6791047590688,2040
McLean,40-44,Male,178.0296668913336,2040
McLean,45-49,Male,212.04732420497803,2040
McLean,50-54,Male,270.82935815499667,2040
McLean,55-59,Male,278.44798818101435,2040
McLean,60-64,Male,237.60146849964988,2040
McLean,65-69,Male,218.67890862533105,2040
McLean,70-74,Male,193.23991966232498,2040
McLean,75-79,Male,186.57878319662026,2040
McLean,80-84,Male,212.14702441741017,2040
McLean,85+,Male,245.45303958687026,2040
McLean,0-4,Female,305.92599197320385,2040
McLean,5-9,Female,289.8909376272865,2040
McLean,10-14,Female,282.00342216778364,2040
McLean,15-19,Female,292.5123090658759,2040
McLean,20-24,Female,238.9490190896148,2040
McLean,25-29,Female,282.8780644115934,2040
McLean,30-34,Female,309.1252324562576,2040
McLean,35-39,Female,308.690792115048,2040
McLean,40-44,Female,200.41990864220068,2040
McLean,45-49,Female,247.5199877599043,2040
McLean,50-54,Female,312.76748191408586,2040
McLean,55-59,Female,262.95292595143394,2040
McLean,60-64,Female,258.91784278479463,2040
McLean,65-69,Female,254.77597639024813,2040
McLean,70-74,Female,217.17473670651748,2040
McLean,75-79,Female,264.6375626551859,2040
McLean,80-84,Female,260.672271207684,2040
McLean,85+,Female,415.9712947087371,2040
Mercer,0-4,Male,251.3318173405343,2040
Mercer,5-9,Male,238.63590599850673,2040
Mercer,10-14,Male,212.69677061815622,2040
Mercer,15-19,Male,204.90732267713705,2040
Mercer,20-24,Male,168.8826987646354,2040
Mercer,25-29,Male,219.22207317224522,2040
Mercer,30-34,Male,251.44310303600034,2040
Mercer,35-39,Male,326.6756158040122,2040
Mercer,40-44,Male,173.95178187203004,2040
Mercer,45-49,Male,170.59386687318184,2040
Mercer,50-54,Male,240.62230259315965,2040
Mercer,55-59,Male,225.6866929944682,2040
Mercer,60-64,Male,204.90116772785794,2040
Mercer,65-69,Male,149.2285822381539,2040
Mercer,70-74,Male,148.1679011902,2040
Mercer,75-79,Male,197.41370434515775,2040
Mercer,80-84,Male,194.36146735374402,2040
Mercer,85+,Male,180.7957945789217,2040
Mercer,0-4,Female,240.2955150026058,2040
Mercer,5-9,Female,227.47517428341095,2040
Mercer,10-14,Female,213.38550095041126,2040
Mercer,15-19,Female,205.38965522987104,2040
Mercer,20-24,Female,194.84345710020298,2040
Mercer,25-29,Female,232.88508434321676,2040
Mercer,30-34,Female,262.5890797059493,2040
Mercer,35-39,Female,257.7476692414324,2040
Mercer,40-44,Female,178.14662644147762,2040
Mercer,45-49,Female,203.44854575039196,2040
Mercer,50-54,Female,223.10236444545947,2040
Mercer,55-59,Female,231.58122218965127,2040
Mercer,60-64,Female,196.29352020297347,2040
Mercer,65-69,Female,186.52299257779188,2040
Mercer,70-74,Female,166.74361646109733,2040
Mercer,75-79,Female,271.4837442728858,2040
Mercer,80-84,Female,275.09986820134617,2040
Mercer,85+,Female,318.71517400002483,2040
Morton,0-4,Male,1266.249631535659,2040
Morton,5-9,Male,1165.734208794308,2040
Morton,10-14,Male,1137.9259572810345,2040
Morton,15-19,Male,1150.531255815148,2040
Morton,20-24,Male,1008.2515032593577,2040
Morton,25-29,Male,1051.609623636978,2040
Morton,30-34,Male,1149.539331946998,2040
Morton,35-39,Male,1134.0588702424232,2040
Morton,40-44,Male,1095.3265664307428,2040
Morton,45-49,Male,1091.4650098201662,2040
Morton,50-54,Male,1120.270461142991,2040
Morton,55-59,Male,1121.1365853217699,2040
Morton,60-64,Male,875.428255868065,2040
Morton,65-69,Male,715.6833971621963,2040
Morton,70-74,Male,617.6056402017264,2040
Morton,75-79,Male,662.1896247129927,2040
Morton,80-84,Male,571.0177502269678,2040
Morton,85+,Male,547.2698931059804,2040
Morton,0-4,Female,1210.6469867261344,2040
Morton,5-9,Female,1161.3956777004548,2040
Morton,10-14,Female,1161.3599231210444,2040
Morton,15-19,Female,1190.7165611255748,2040
Morton,20-24,Female,1080.6753166681483,2040
Morton,25-29,Female,1239.2735502884027,2040
Morton,30-34,Female,1286.7190687715101,2040
Morton,35-39,Female,1153.7940907344782,2040
Morton,40-44,Female,1100.983495837426,2040
Morton,45-49,Female,1228.41408544237,2040
Morton,50-54,Female,1211.3715690988888,2040
Morton,55-59,Female,1129.962073692712,2040
Morton,60-64,Female,918.2658354582447,2040
Morton,65-69,Female,851.1660344226053,2040
Morton,70-74,Female,805.6500190242067,2040
Morton,75-79,Female,889.4984169927917,2040
Morton,80-84,Female,843.6490723374284,2040
Morton,85+,Female,1238.0323227419622,2040
Mountrail,0-4,Male,500.3005413615181,2040
Mountrail,5-9,Male,470.5191255713833,2040
Mountrail,10-14,Male,448.4744405016165,2040
Mountrail,15-19,Male,433.49289390201983,2040
Mountrail,20-24,Male,488.5963652053328,2040
Mountrail,25-29,Male,448.4765287128264,2040
Mountrail,30-34,Male,529.5179433837704,2040
Mountrail,35-39,Male,396.77474293260946,2040
Mountrail,40-44,Male,316.406440253996,2040
Mountrail,45-49,Male,428.60370381276493,2040
Mountrail,50-54,Male,376.8233392151293,2040
Mountrail,55-59,Male,407.14867662894295,2040
Mountrail,60-64,Male,295.2154135771755,2040
Mountrail,65-69,Male,213.72931074946385,2040
Mountrail,70-74,Male,181.36881070012015,2040
Mountrail,75-79,Male,164.50948060556112,2040
Mountrail,80-84,Male,134.25476620001095,2040
Mountrail,85+,Male,127.32702892890742,2040
Mountrail,0-4,Female,478.3317031431008,2040
Mountrail,5-9,Female,426.1356217501714,2040
Mountrail,10-14,Female,422.39468720308935,2040
Mountrail,15-19,Female,416.0693118195306,2040
Mountrail,20-24,Female,420.2802773283658,2040
Mountrail,25-29,Female,439.9460266759426,2040
Mountrail,30-34,Female,430.44861978187,2040
Mountrail,35-39,Female,435.0139543996854,2040
Mountrail,40-44,Female,322.0516692641198,2040
Mountrail,45-49,Female,418.56068999150534,2040
Mountrail,50-54,Female,429.2669042314224,2040
Mountrail,55-59,Female,357.64890916566753,2040
Mountrail,60-64,Female,287.1733464096797,2040
Mountrail,65-69,Female,236.23941677368992,2040
Mountrail,70-74,Female,189.76877466450856,2040
Mountrail,75-79,Female,204.5621473242232,2040
Mountrail,80-84,Female,177.85710958423093,2040
Mountrail,85+,Female,193.23885206941495,2040
Nelson,0-4,Male,69.03201384815631,2040
Nelson,5-9,Male,62.80723274478214,2040
Nelson,10-14,Male,53.836940187834045,2040
Nelson,15-19,Male,59.80083233052025,2040
Nelson,20-24,Male,40.70319541394581,2040
Nelson,25-29,Male,75.35819694784104,2040
Nelson,30-34,Male,43.345955980850306,2040
Nelson,35-39,Male,83.71219973150312,2040
Nelson,40-44,Male,55.52658420325304,2040
Nelson,45-49,Male,71.78159085827482,2040
Nelson,50-54,Male,69.92135885549773,2040
Nelson,55-59,Male,71.89704330034583,2040
Nelson,60-64,Male,60.08292740798365,2040
Nelson,65-69,Male,49.98663333670745,2040
Nelson,70-74,Male,51.07279602686388,2040
Nelson,75-79,Male,65.31856496284553,2040
Nelson,80-84,Male,67.35077406159999,2040
Nelson,85+,Male,73.33743578614894,2040
Nelson,0-4,Female,66.00072961249559,2040
Nelson,5-9,Female,64.3041126090616,2040
Nelson,10-14,Female,60.75321709256987,2040
Nelson,15-19,Female,67.25341557857766,2040
Nelson,20-24,Female,49.81877283659694,2040
Nelson,25-29,Female,64.39297539990717,2040
Nelson,30-34,Female,54.417605207249785,2040
Nelson,35-39,Female,74.38847683181982,2040
Nelson,40-44,Female,29.992500064109606,2040
Nelson,45-49,Female,57.73061307577038,2040
Nelson,50-54,Female,62.19409044618572,2040
Nelson,55-59,Female,91.00212875644152,2040
Nelson,60-64,Female,61.67549218890358,2040
Nelson,65-69,Female,52.732245758065744,2040
Nelson,70-74,Female,87.12876421526454,2040
Nelson,75-79,Female,84.0274396514596,2040
Nelson,80-84,Female,93.36577086287761,2040
Nelson,85+,Female,151.6759598412436,2040
Oliver,0-4,Male,61.02043844183924,2040
Oliver,5-9,Male,58.327611684292954,2040
Oliver,10-14,Male,52.13580750233168,2040
Oliver,15-19,Male,49.36439555857355,2040
Oliver,20-24,Male,49.9447302411776,2040
Oliver,25-29,Male,35.911323339960525,2040
Oliver,30-34,Male,54.40025832296143,2040
Oliver,35-39,Male,53.438041876690285,2040
Oliver,40-44,Male,42.742013310738756,2040
Oliver,45-49,Male,24.669880938008212,2040
Oliver,50-54,Male,52.944195225055125,2040
Oliver,55-59,Male,55.47059023690448,2040
Oliver,60-64,Male,44.29526191137013,2040
Oliver,65-69,Male,37.04396810566354,2040
Oliver,70-74,Male,35.65373320615951,2040
Oliver,75-79,Male,50.10173772442368,2040
Oliver,80-84,Male,37.69071222408015,2040
Oliver,85+,Male,51.84459559086873,2040
Oliver,0-4,Female,58.34095275410145,2040
Oliver,5-9,Female,54.81940308428406,2040
Oliver,10-14,Female,49.56240383466705,2040
Oliver,15-19,Female,47.937471780353455,2040
Oliver,20-24,Female,46.37451850265932,2040
Oliver,25-29,Female,52.71366647856813,2040
Oliver,30-34,Female,54.2153949932966,2040
Oliver,35-39,Female,48.34392815420533,2040
Oliver,40-44,Female,34.85604659390421,2040
Oliver,45-49,Female,41.38345120675771,2040
Oliver,50-54,Female,50.59720228910014,2040
Oliver,55-59,Female,40.017177144825766,2040
Oliver,60-64,Female,47.36913845887697,2040
Oliver,65-69,Female,22.30481485475178,2040
Oliver,70-74,Female,36.084774946464385,2040
Oliver,75-79,Female,44.1309088256118,2040
Oliver,80-84,Female,63.98415636126494,2040
Oliver,85+,Female,74.04854012028532,2040
Pembina,0-4,Male,145.9386213855342,2040
Pembina,5-9,Male,139.31897895544904,2040
Pembina,10-14,Male,132.79169369474596,2040
Pembina,15-19,Male,129.06978584854113,2040
Pembina,20-24,Male,137.0597769478339,2040
Pembina,25-29,Male,140.6772024746493,2040
Pembina,30-34,Male,186.22170531200973,2040
Pembina,35-39,Male,182.3431941280684,2040
Pembina,40-44,Male,120.53955570704441,2040
Pembina,45-49,Male,131.0472730859897,2040
Pembina,50-54,Male,151.39375135070776,2040
Pembina,55-59,Male,185.907046466259,2040
Pembina,60-64,Male,150.53707906214052,2040
Pembina,65-69,Male,116.97233463346545,2040
Pembina,70-74,Male,104.33068424943879,2040
Pembina,75-79,Male,151.90548427075274,2040
Pembina,80-84,Male,142.2866386614586,2040
Pembina,85+,Male,178.20642621494645,2040
Pembina,0-4,Female,139.53026940911505,2040
Pembina,5-9,Female,143.08595157714,2040
Pembina,10-14,Female,145.352465662731,2040
Pembina,15-19,Female,150.04696647762356,2040
Pembina,20-24,Female,147.57895756888306,2040
Pembina,25-29,Female,118.89672979022153,2040
Pembina,30-34,Female,133.43050886926335,2040
Pembina,35-39,Female,159.53538452350517,2040
Pembina,40-44,Female,106.42344149282985,2040
Pembina,45-49,Female,132.70334266808595,2040
Pembina,50-54,Female,184.29618313220072,2040
Pembina,55-59,Female,167.37289509098272,2040
Pembina,60-64,Female,151.50575487582196,2040
Pembina,65-69,Female,134.82600180676906,2040
Pembina,70-74,Female,138.79801960903544,2040
Pembina,75-79,Female,187.8597797939162,2040
Pembina,80-84,Female,191.37155281301847,2040
Pembina,85+,Female,303.28896899684594,2040
Pierce,0-4,Male,125.0061076708022,2040
Pierce,5-9,Male,118.70699371974379,2040
Pierce,10-14,Male,94.90676135384298,2040
Pierce,15-19,Male,85.06811618690178,2040
Pierce,20-24,Male,78.74391335533564,2040
Pierce,25-29,Male,91.07008055647631,2040
Pierce,30-34,Male,109.81149568561094,2040
Pierce,35-39,Male,90.01682774491684,2040
Pierce,40-44,Male,83.58120666466652,2040
Pierce,45-49,Male,87.2631857037201,2040
Pierce,50-54,Male,106.68508009941894,2040
Pierce,55-59,Male,94.88785036123679,2040
Pierce,60-64,Male,83.70718396965032,2040
Pierce,65-69,Male,76.04197977729139,2040
Pierce,70-74,Male,63.532198465041674,2040
Pierce,75-79,Male,95.42140676193777,2040
Pierce,80-84,Male,72.73404284065492,2040
Pierce,85+,Male,78.60298713577487,2040
Pierce,0-4,Female,119.51692920967105,2040
Pierce,5-9,Female,113.16366903033055,2040
Pierce,10-14,Female,95.72612608394057,2040
Pierce,15-19,Female,85.98510518315743,2040
Pierce,20-24,Female,80.53331651340301,2040
Pierce,25-29,Female,67.01701029864302,2040
Pierce,30-34,Female,143.84584814832306,2040
Pierce,35-39,Female,130.54126105007583,2040
Pierce,40-44,Female,73.48539719392045,2040
Pierce,45-49,Female,77.82554011030385,2040
Pierce,50-54,Female,89.09591882082509,2040
Pierce,55-59,Female,95.2881143849917,2040
Pierce,60-64,Female,102.80430163016635,2040
Pierce,65-69,Female,91.07724175187619,2040
Pierce,70-74,Female,104.96213688151181,2040
Pierce,75-79,Female,107.5991112055217,2040
Pierce,80-84,Female,120.73110130292817,2040
Pierce,85+,Female,189.25785702686912,2040
Ramsey,0-4,Male,346.4923396537426,2040
Ramsey,5-9,Male,323.98824114092236,2040
Ramsey,10-14,Male,314.3186760120863,2040
Ramsey,15-19,Male,306.1119640836306,2040
Ramsey,20-24,Male,322.0405366618647,2040
Ramsey,25-29,Male,333.11477188370776,2040
Ramsey,30-34,Male,313.37997893705824,2040
Ramsey,35-39,Male,289.7211845711971,2040
Ramsey,40-44,Male,289.55057672699667,2040
Ramsey,45-49,Male,259.8059006494855,2040
Ramsey,50-54,Male,307.02039978123344,2040
Ramsey,55-59,Male,300.9789473185976,2040
Ramsey,60-64,Male,229.50928159002194,2040
Ramsey,65-69,Male,184.73485779355602,2040
Ramsey,70-74,Male,183.6010256591196,2040
Ramsey,75-79,Male,250.6502659825859,2040
Ramsey,80-84,Male,207.15158626675776,2040
Ramsey,85+,Male,223.84976964209417,2040
Ramsey,0-4,Female,331.2774167734703,2040
Ramsey,5-9,Female,322.5477218696303,2040
Ramsey,10-14,Female,328.3941899464721,2040
Ramsey,15-19,Female,325.1208474813419,2040
Ramsey,20-24,Female,381.7437757644383,2040
Ramsey,25-29,Female,321.16995278054253,2040
Ramsey,30-34,Female,296.2269378869869,2040
Ramsey,35-39,Female,345.73368380560163,2040
Ramsey,40-44,Female,294.15742917424996,2040
Ramsey,45-49,Female,303.50614117997486,2040
Ramsey,50-54,Female,315.9178328900986,2040
Ramsey,55-59,Female,299.9315830370837,2040
Ramsey,60-64,Female,244.79607946989572,2040
Ramsey,65-69,Female,239.77471681180688,2040
Ramsey,70-74,Female,284.22369303599396,2040
Ramsey,75-79,Female,324.5091610812641,2040
Ramsey,80-84,Female,304.9175172683122,2040
Ramsey,85+,Female,462.6553498354543,2040
Ransom,0-4,Male,180.7133806043118,2040
Ransom,5-9,Male,168.82015849568756,2040
Ransom,10-14,Male,160.55952054622298,2040
Ransom,15-19,Male,149.34262311762862,2040
Ransom,20-24,Male,146.73898709159732,2040
Ransom,25-29,Male,140.10766415646546,2040
Ransom,30-34,Male,177.3033469820457,2040
Ransom,35-39,Male,209.01227742074818,2040
Ransom,40-44,Male,137.7393030682491,2040
Ransom,45-49,Male,165.95134906474522,2040
Ransom,50-54,Male,154.58832447695343,2040
Ransom,55-59,Male,144.6158831706063,2040
Ransom,60-64,Male,141.54140309027383,2040
Ransom,65-69,Male,131.91775574073353,2040
Ransom,70-74,Male,116.58427994934198,2040
Ransom,75-79,Male,127.55263139469761,2040
Ransom,80-84,Male,86.89270576658444,2040
Ransom,85+,Male,162.3054286589998,2040
Ransom,0-4,Female,172.77802436504953,2040
Ransom,5-9,Female,165.6214505822775,2040
Ransom,10-14,Female,164.8891473252553,2040
Ransom,15-19,Female,156.8694459868056,2040
Ransom,20-24,Female,120.32433368939539,2040
Ransom,25-29,Female,176.325573079643,2040
Ransom,30-34,Female,177.8402227726582,2040
Ransom,35-39,Female,147.65653055277093,2040
Ransom,40-44,Female,159.17679069623577,2040
Ransom,45-49,Female,150.0148857866543,2040
Ransom,50-54,Female,139.77524960740104,2040
Ransom,55-59,Female,146.08167634484977,2040
Ransom,60-64,Female,158.1658143681356,2040
Ransom,65-69,Female,118.50651363205439,2040
Ransom,70-74,Female,123.2723774849022,2040
Ransom,75-79,Female,157.69464660244503,2040
Ransom,80-84,Female,146.85025146000996,2040
Ransom,85+,Female,248.09217374938328,2040
Renville,0-4,Male,72.95543859903019,2040
Renville,5-9,Male,73.87611547745043,2040
Renville,10-14,Male,68.2693594313436,2040
Renville,15-19,Male,56.055740963912115,2040
Renville,20-24,Male,52.60545780871474,2040
Renville,25-29,Male,64.0989314464441,2040
Renville,30-34,Male,73.26422430574708,2040
Renville,35-39,Male,66.28962103910821,2040
Renville,40-44,Male,28.98125781107059,2040
Renville,45-49,Male,55.49543921509931,2040
Renville,50-54,Male,64.09606202470681,2040
Renville,55-59,Male,71.31931220528583,2040
Renville,60-64,Male,34.1852706885432,2040
Renville,65-69,Male,48.017279221026335,2040
Renville,70-74,Male,49.34460758667394,2040
Renville,75-79,Male,57.54257800437894,2040
Renville,80-84,Male,47.50279721413864,2040
Renville,85+,Male,47.96546873967312,2040
Renville,0-4,Female,69.75187175224234,2040
Renville,5-9,Female,70.82756354926691,2040
Renville,10-14,Female,71.51734879075254,2040
Renville,15-19,Female,62.51040567862715,2040
Renville,20-24,Female,41.02023331513578,2040
Renville,25-29,Female,44.440601585476415,2040
Renville,30-34,Female,66.88235335621067,2040
Renville,35-39,Female,77.97880577220666,2040
Renville,40-44,Female,53.47286677950168,2040
Renville,45-49,Female,48.676777918634684,2040
Renville,50-54,Female,54.43603659047272,2040
Renville,55-59,Female,48.38885873466174,2040
Renville,60-64,Female,53.81871066510036,2040
Renville,65-69,Female,55.43617949249604,2040
Renville,70-74,Female,53.1306282623054,2040
Renville,75-79,Female,66.01485668915004,2040
